symbol,entry_date,entry_price,shares,last_price,open_pnl_pct
ADI,2025-11-28,259.3599853515625,81,399.5700073242187,54.06000535610822
CSX,2025-12-11,37.11000061035156,602,45.40999984741211,22.36593667623201
MAR,2025-12-16,308.4800109863281,70,367.1499938964844,19.019054985950625
ASML,2026-01-05,1211.219970703125,17,1457.699951171875,20.34972890396334
MRVL,2026-04-02,102.3000030517578,198,164.30999755859375,60.61582859920593
ARM,2026-04-23,194.4199981689453,114,234.80999755859375,20.774611547188005
