Date,Symbol,Open,High,Low,Close,Adj Close,Volume
2020-01-02,XEL,63.54999923706055,63.58000183105469,62.20000076293945,62.380001068115234,51.4835319519043,2915400
2020-01-03,XEL,62.279998779296875,62.91999816894531,62.279998779296875,62.68000030517578,51.731136322021484,2422500
2020-01-06,XEL,62.7599983215332,62.939998626708984,62.33000183105469,62.59000015258789,51.65685272216797,2217100
2020-01-07,XEL,62.150001525878906,62.52000045776367,61.970001220703125,62.459999084472656,51.54955291748047,1861100
2020-01-08,XEL,62.59000015258789,62.63999938964844,62.119998931884766,62.400001525878906,51.50004196166992,4828900
2020-01-09,XEL,62.150001525878906,62.7599983215332,62.11000061035156,62.540000915527344,51.61559295654297,4494800
2020-01-10,XEL,62.54999923706055,62.849998474121094,62.5,62.63999938964844,51.6981086730957,5295900
2020-01-13,XEL,62.54999923706055,63.54999923706055,62.54999923706055,63.369998931884766,52.300601959228516,2737500
2020-01-14,XEL,63.29999923706055,63.619998931884766,62.900001525878906,63.470001220703125,52.38312911987305,2444000
2020-01-15,XEL,63.779998779296875,64.5999984741211,63.72999954223633,64.47000122070312,53.20845031738281,1949200
2020-01-16,XEL,64.69000244140625,65.11000061035156,64.52999877929688,65.02999877929688,53.67063903808594,1919400
2020-01-17,XEL,65.16000366210938,65.4800033569336,64.75,65.37000274658203,53.95125198364258,2384300
2020-01-21,XEL,65.37999725341797,66.01000213623047,65.16999816894531,66.0,54.47118377685547,4549300
2020-01-22,XEL,66.0999984741211,66.4000015258789,66.0199966430664,66.22000122070312,54.652767181396484,2659200
2020-01-23,XEL,66.18000030517578,66.97000122070312,66.12000274658203,66.9000015258789,55.213985443115234,2486900
2020-01-24,XEL,66.73999786376953,67.4800033569336,66.58999633789062,67.16999816894531,55.436824798583984,1851000
2020-01-27,XEL,67.13999938964844,67.69000244140625,66.6500015258789,66.91999816894531,55.23049545288086,1656100
2020-01-28,XEL,66.94000244140625,67.45999908447266,66.88999938964844,67.22000122070312,55.478092193603516,2040200
2020-01-29,XEL,67.16999816894531,67.41999816894531,66.7699966430664,67.41999816894531,55.643150329589844,2345600
2020-01-30,XEL,67.26000213623047,68.86000061035156,66.94999694824219,68.76000213623047,56.749080657958984,3486400
2020-01-31,XEL,69.01000213623047,69.62000274658203,68.75,69.19000244140625,57.10397720336914,5165700
2020-02-03,XEL,69.6500015258789,69.81999969482422,69.26000213623047,69.44999694824219,57.31855392456055,3880000
2020-02-04,XEL,69.38999938964844,69.7699966430664,69.0199966430664,69.30000305175781,57.194759368896484,3705700
2020-02-05,XEL,69.80999755859375,69.80999755859375,68.75,69.30000305175781,57.194759368896484,3021000
2020-02-06,XEL,69.12999725341797,69.54000091552734,69.01000213623047,69.30000305175781,57.194759368896484,4507500
2020-02-07,XEL,69.48999786376953,69.54000091552734,68.69999694824219,68.70999908447266,56.70780563354492,2316900
2020-02-10,XEL,68.91000366210938,69.12000274658203,68.54000091552734,69.05999755859375,56.996681213378906,2306300
2020-02-11,XEL,69.05999755859375,69.2300033569336,68.83999633789062,68.95999908447266,56.914154052734375,2176200
2020-02-12,XEL,68.75,69.25,68.55000305175781,69.02999877929688,56.971920013427734,2032500
2020-02-13,XEL,69.08000183105469,69.88999938964844,68.91999816894531,69.81999969482422,57.623924255371094,2430700
2020-02-14,XEL,69.98999786376953,70.4000015258789,69.7699966430664,70.26000213623047,57.987064361572266,1959400
2020-02-18,XEL,70.62999725341797,71.43000030517578,70.56999969482422,71.16000366210938,58.729854583740234,3552200
2020-02-19,XEL,70.94000244140625,71.23999786376953,70.7699966430664,70.79000091552734,58.42449188232422,2284500
2020-02-20,XEL,70.73999786376953,70.98999786376953,70.19000244140625,70.66999816894531,58.325443267822266,2243900
2020-02-21,XEL,70.72000122070312,71.41999816894531,70.44000244140625,70.81999969482422,58.449256896972656,3563600
2020-02-24,XEL,71.69000244140625,72.13999938964844,70.22000122070312,70.37000274658203,58.077842712402344,3531000
2020-02-25,XEL,70.4800033569336,70.6500015258789,68.7300033569336,68.83999633789062,56.81510543823242,3581800
2020-02-26,XEL,69.31999969482422,69.48999786376953,68.31999969482422,68.3499984741211,56.41070556640625,3060200
2020-02-27,XEL,68.33000183105469,68.66999816894531,64.80999755859375,64.8499984741211,53.52207946777344,4225400
2020-02-28,XEL,64.08000183105469,64.08000183105469,61.25,62.31999969482422,51.434024810791016,7762100
2020-03-02,XEL,62.220001220703125,65.98999786376953,62.150001525878906,65.87000274658203,54.36390686035156,5117800
2020-03-03,XEL,65.41999816894531,67.45999908447266,65.19999694824219,65.70999908447266,54.23186492919922,5425200
2020-03-04,XEL,66.52999877929688,69.41000366210938,66.05999755859375,69.19999694824219,57.11222457885742,3454200
2020-03-05,XEL,67.83999633789062,70.0199966430664,67.44999694824219,69.25,57.15349578857422,5871800
2020-03-06,XEL,66.51000213623047,70.16000366210938,66.2300033569336,70.1500015258789,57.89628219604492,6689400
2020-03-09,XEL,66.36000061035156,69.98999786376953,65.30000305175781,67.98999786376953,56.11358642578125,9885200
2020-03-10,XEL,68.55000305175781,70.68000030517578,66.0999984741211,68.48999786376953,56.526241302490234,8897400
2020-03-11,XEL,67.02999877929688,68.2300033569336,65.62999725341797,66.81999969482422,55.1479606628418,5815100
2020-03-12,XEL,63.060001373291016,66.9800033569336,59.56999969482422,61.290000915527344,50.91156005859375,7310900
2020-03-13,XEL,63.369998931884766,66.8499984741211,61.0,66.83999633789062,55.52174758911133,5724700
2020-03-16,XEL,60.86000061035156,67.0,57.40999984741211,58.36000061035156,48.47771453857422,7884300
2020-03-17,XEL,59.7400016784668,67.26000213623047,59.63999938964844,64.93000030517578,53.93519973754883,8959300
2020-03-18,XEL,61.4900016784668,64.0,57.66999816894531,61.369998931884766,50.97801208496094,6690300
2020-03-19,XEL,61.529998779296875,62.47999954223633,57.2400016784668,57.9900016784668,48.17035675048828,6840300
2020-03-20,XEL,59.0,59.150001525878906,50.029998779296875,50.630001068115234,42.05665588378906,9148900
2020-03-23,XEL,50.5,51.0,46.58000183105469,50.0,41.5333366394043,6062700
2020-03-24,XEL,51.279998779296875,54.310001373291016,50.56999969482422,54.04999923706055,44.89752960205078,5499100
2020-03-25,XEL,53.34000015258789,57.04999923706055,52.58000183105469,55.54999923706055,46.14353561401367,5942600
