Date,Symbol,Open,Open,Open,High,High,High,Low,Low,Low,Close,Close,Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume
2020-01-02,PCAR,25.68000030517578,128.61000061035156,52.793331146240234,25.729999542236328,129.5,53.106666564941406,25.34000015258789,127.19000244140625,52.41999816894531,25.610000610351562,128.5399932861328,53.00666809082031,21.52655792236328,115.65767669677734,42.845436096191406,4714900,2247900,2597100
2020-01-03,PCAR,25.950000762939453,126.2300033569336,52.206668853759766,25.989999771118164,128.27999877929688,52.5533332824707,25.360000610351562,126.12000274658203,51.779998779296875,25.639999389648438,127.30000305175781,52.48666763305664,21.551776885986328,114.54193115234375,42.42512512207031,3125700,1546100,2407050
2020-01-06,PCAR,25.719999313354492,125.4000015258789,52.18000030517578,25.790000915527344,126.98999786376953,52.3466682434082,25.459999084472656,124.68000030517578,51.61333465576172,25.520000457763672,126.4000015258789,52.293331146240234,21.450910568237305,113.7321548461914,42.26884841918945,4248600,2157900,2698200
2020-01-07,PCAR,25.260000228881836,127.5,51.87333297729492,25.459999084472656,129.77999877929688,52.073333740234375,24.309999465942383,127.0,51.52000045776367,25.09000015258789,128.0399932861328,51.9466667175293,21.089479446411133,115.20777130126953,41.98863983154297,5493400,2595500,2611200
2020-01-08,PCAR,25.020000457763672,128.2100067138672,52.15999984741211,25.270000457763672,129.11000061035156,52.80666732788086,24.729999542236328,127.12999725341797,51.5,24.770000457763672,128.36000061035156,52.63999938964844,20.820491790771484,115.49569702148438,42.54906463623047,5871700,1589100,2749350
2020-01-09,PCAR,24.860000610351562,129.8000030517578,52.560001373291016,25.100000381469727,130.9499969482422,52.77333450317383,24.540000915527344,128.69000244140625,51.720001220703125,25.040000915527344,129.17999267578125,52.29999923706055,21.04744529724121,116.23352813720703,42.27424240112305,3452800,2429600,2748600
2020-01-10,PCAR,24.959999084472656,130.11000061035156,52.380001068115234,25.0,130.8300018310547,52.49333190917969,24.729999542236328,129.17999267578125,51.813331604003906,24.860000610351562,129.63999938964844,51.87333297729492,20.896146774291992,116.6474380493164,41.92936706542969,3548700,2294000,1808400
2020-01-13,PCAR,24.829999923706055,131.0,51.9466667175293,24.829999923706055,132.50999450683594,52.08000183105469,24.309999465942383,130.14999389648438,51.599998474121094,24.40999984741211,131.97999572753906,52.040000915527344,20.51789665222168,118.7529067993164,42.06406784057617,6227500,2313900,1624800
2020-01-14,PCAR,24.0,131.39999389648438,52.473331451416016,24.09000015258789,133.67999267578125,52.6533317565918,23.709999084472656,131.2899932861328,52.03333282470703,24.020000457763672,132.7100067138672,52.133331298828125,20.190086364746094,119.40972137451172,42.139530181884766,7147100,2499200,2159100
2020-01-15,PCAR,23.790000915527344,132.4499969482422,51.926666259765625,23.950000762939453,132.91000366210938,52.026668548583984,23.209999084472656,131.55999755859375,51.5,23.31999969482422,132.5,51.63999938964844,19.60169219970703,119.22077941894531,41.74077224731445,4815400,2206200,2195850
2020-01-16,PCAR,23.3799991607666,133.97999572753906,51.939998626708984,23.719999313354492,134.9600067138672,52.380001068115234,23.34000015258789,132.8000030517578,51.62666702270508,23.510000228881836,134.17999267578125,52.37333297729492,19.76140022277832,120.73240661621094,42.33351135253906,5742700,2495100,1995450
2020-01-17,PCAR,23.43000030517578,134.99000549316406,52.526668548583984,23.850000381469727,135.47999572753906,52.82666778564453,23.399999618530273,132.47000122070312,52.1533317565918,23.610000610351562,133.83999633789062,52.3466682434082,19.845457077026367,120.426513671875,42.31196975708008,5454800,2268300,2582250
2020-01-21,PCAR,23.479999542236328,133.39999389648438,52.31999969482422,23.510000228881836,134.4499969482422,52.31999969482422,22.68000030517578,132.69000244140625,51.50666809082031,22.729999542236328,133.9600067138672,51.69333267211914,19.105770111083984,120.53447723388672,41.783870697021484,9750500,2018200,2291850
2020-01-22,PCAR,22.84000015258789,134.52000427246094,51.913333892822266,23.360000610351562,136.3000030517578,51.93333435058594,21.84000015258789,133.47999572753906,51.220001220703125,22.68000030517578,134.63999938964844,51.293331146240234,19.063739776611328,121.14633178710938,41.460548400878906,8477900,2422000,1486800
2020-01-23,PCAR,22.360000610351562,134.88999938964844,51.14666748046875,23.149999618530273,137.22000122070312,51.8466682434082,22.309999465942383,134.85000610351562,50.459999084472656,22.959999084472656,136.41000366210938,51.733333587646484,19.299091339111328,122.73893737792969,41.816200256347656,7188500,2534100,1802550
2020-01-24,PCAR,22.850000381469727,137.49000549316406,51.48666763305664,23.049999237060547,137.9199981689453,51.50666809082031,22.549999237060547,134.5500030517578,50.81999969482422,22.860000610351562,135.27999877929688,51.19333267211914,19.215038299560547,121.72216796875,41.37971496582031,5023600,2887600,2311050
2020-01-27,PCAR,21.56999969482422,131.55999755859375,50.21333312988281,22.459999084472656,131.72999572753906,50.573333740234375,21.520000457763672,128.05999755859375,49.900001525878906,22.049999237060547,130.4499969482422,50.11333465576172,18.534189224243164,117.37625122070312,40.506752014160156,5917000,3781200,3552450
2020-01-28,PCAR,22.100000381469727,132.5,50.893333435058594,22.34000015258789,133.64999389648438,51.69333267211914,21.84000015258789,131.24000549316406,49.97999954223633,21.899999618530273,132.67999267578125,51.18000030517578,18.40810775756836,119.38272857666016,41.36893844604492,5238800,2207500,4816050
2020-01-29,PCAR,22.059999465942383,133.0500030517578,51.48666763305664,22.229999542236328,134.77000427246094,52.0533332824707,21.3799991607666,131.74000549316406,50.64666748046875,21.479999542236328,132.66000366210938,50.7400016784668,18.05507469177246,119.36474609375,41.013282775878906,5450300,2273000,3579450
2020-01-30,PCAR,21.190000534057617,130.80999755859375,50.34000015258789,22.360000610351562,132.00999450683594,50.766666412353516,21.1200008392334,128.85000610351562,49.98666763305664,22.350000381469727,131.6199951171875,50.706668853759766,18.786359786987305,118.42901611328125,40.98635482788086,7351100,2039700,3097500
2020-01-31,PCAR,21.729999542236328,130.02000427246094,50.313331604003906,21.809999465942383,130.97000122070312,50.34000015258789,21.3799991607666,126.05000305175781,49.2400016784668,21.65999984741211,126.86000061035156,49.473331451416016,18.354190826416016,114.14604187011719,39.98943328857422,5341300,4448500,4968600
2020-02-03,PCAR,21.56999969482422,127.69000244140625,49.91999816894531,21.84000015258789,129.02999877929688,50.33333206176758,21.43000030517578,125.01000213623047,49.41999816894531,21.510000228881836,125.69999694824219,49.560001373291016,18.227088928222656,113.10230255126953,40.05950164794922,4837000,4205200,3851100
2020-02-04,PCAR,21.81999969482422,133.0,50.413333892822266,22.040000915527344,134.5,50.880001068115234,21.200000762939453,127.75,50.22666549682617,21.309999465942383,130.50999450683594,50.78666687011719,18.0576114654541,117.43022918701172,41.0510139465332,6352300,5560000,3712050
2020-02-05,PCAR,21.690000534057617,133.39999389648438,51.49333190917969,21.969999313354492,136.83999633789062,52.11333465576172,21.559999465942383,132.42999267578125,51.313331604003906,21.850000381469727,134.22999572753906,51.99333190917969,18.51519203186035,120.7773666381836,42.0263671875,4678400,4386700,2982150
2020-02-06,PCAR,21.959999084472656,135.3699951171875,52.14666748046875,22.329999923706055,135.75,52.33333206176758,21.850000381469727,133.0500030517578,51.50666809082031,22.229999542236328,135.33999633789062,51.72666549682617,18.837203979492188,121.7761459350586,41.810813903808594,4529100,2082800,2523900
2020-02-07,PCAR,21.979999542236328,134.49000549316406,51.400001525878906,22.549999237060547,134.86000061035156,51.45333480834961,21.8799991607666,132.0,50.18000030517578,22.450000762939453,132.25999450683594,50.27333450317383,19.023624420166016,119.00484466552734,40.636085510253906,4115900,2522400,3127500
2020-02-10,PCAR,22.260000228881836,130.75,49.86000061035156,22.360000610351562,133.30999755859375,50.279998779296875,22.030000686645508,130.4600067138672,49.766666412353516,22.149999618530273,133.19000244140625,50.206668853759766,18.769412994384766,119.84162902832031,40.7551383972168,3184000,1769600,2397900
2020-02-11,PCAR,22.489999771118164,134.1300048828125,50.49333190917969,22.579999923706055,137.16000366210938,50.599998474121094,22.110000610351562,133.7899932861328,50.086666107177734,22.139999389648438,135.52000427246094,50.439998626708984,18.76093292236328,121.93815612792969,40.94454574584961,4126700,2407000,2904000
2020-02-12,PCAR,22.420000076293945,136.5800018310547,50.66666793823242,22.59000015258789,138.42999267578125,51.293331146240234,21.90999984741211,136.14999389648438,50.66666793823242,22.15999984741211,137.8300018310547,51.040000915527344,18.77788543701172,124.01659393310547,41.43159103393555,6027900,2592900,2791800
2020-02-13,PCAR,22.110000610351562,136.8699951171875,50.67333221435547,22.209999084472656,139.25999450683594,50.86000061035156,21.969999313354492,135.97999572753906,49.83333206176758,22.079999923706055,138.69000244140625,49.88666534423828,18.710092544555664,124.79042053222656,40.4953727722168,3625000,1426200,2977650
2020-02-14,PCAR,22.059999465942383,138.8800048828125,49.79999923706055,22.18000030517578,139.58999633789062,49.913333892822266,21.780000686645508,134.69000244140625,49.393333435058594,21.979999542236328,137.0800018310547,49.82666778564453,18.62535858154297,123.34178161621094,40.44667434692383,2657700,1846700,4437750
2020-02-18,PCAR,21.559999465942383,134.41000366210938,49.71333312988281,21.639999389648438,135.49000549316406,50.040000915527344,20.81999969482422,132.61000061035156,49.2599983215332,20.90999984741211,133.8699951171875,49.53333282470703,17.718660354614258,120.45345306396484,40.20855712890625,6982600,1919900,2147100
2020-02-19,PCAR,21.110000610351562,134.91000366210938,49.58000183105469,21.149999618530273,137.32000732421875,49.7400016784668,20.670000076293945,134.30999755859375,49.086666107177734,20.809999465942383,134.9499969482422,49.48666763305664,17.63392448425293,121.4252700805664,40.17068099975586,6735100,2028200,1694550
2020-02-20,PCAR,20.700000762939453,134.3300018310547,49.4466667175293,20.959999084472656,135.13999938964844,50.43333435058594,20.5,131.6199951171875,49.366668701171875,20.65999984741211,134.8000030517578,50.36000061035156,17.506816864013672,121.29029083251953,40.879608154296875,5011000,2295000,2565750
2020-02-21,PCAR,20.459999084472656,134.58999633789062,50.0,20.56999969482422,137.1199951171875,50.3466682434082,20.06999969482422,129.5399932861328,49.706668853759766,20.530000686645508,130.5,50.2400016784668,17.39665985107422,117.42123413085938,40.78219223022461,5956200,3521900,2908350
2020-02-24,PCAR,19.729999542236328,124.55000305175781,48.72666549682617,19.770000457763672,125.58000183105469,49.14666748046875,19.170000076293945,123.22000122070312,48.2400016784668,19.479999542236328,124.04000091552734,48.48666763305664,16.506912231445312,111.6086654663086,39.35893630981445,8661100,5135500,2568300
2020-02-25,PCAR,19.690000534057617,125.58999633789062,48.733333587646484,19.700000762939453,125.9000015258789,48.83333206176758,18.559999465942383,119.0,46.5,18.6200008392334,120.81999969482422,46.65999984741211,15.778166770935059,108.71135711669922,37.876136779785156,8797800,4628400,4078950
2020-02-26,PCAR,18.780000686645508,121.54000091552734,47.28666687011719,18.780000686645508,122.87000274658203,47.526668548583984,17.670000076293945,118.2300033569336,46.086666107177734,17.760000228881836,119.47000122070312,46.279998779296875,15.049422264099121,107.4966812133789,37.56768035888672,11815200,4415400,3242400
2020-02-27,PCAR,17.389999389648438,115.33999633789062,45.599998474121094,17.600000381469727,117.83999633789062,46.62666702270508,16.670000076293945,113.9000015258789,44.753334045410156,16.670000076293945,114.63999938964844,45.18000030517578,14.12578296661377,103.15072631835938,36.674747467041016,10552800,4950600,4999800
2020-02-28,PCAR,16.030000686645508,110.0199966430664,43.720001220703125,16.399999618530273,115.5999984741211,45.00666809082031,15.710000038146973,110.0,43.43333435058594,16.09000015258789,113.69000244140625,44.599998474121094,13.634303092956543,102.29594421386719,36.20393753051758,28759000,5492900,6289050
2020-03-02,PCAR,16.389999389648438,117.58999633789062,44.880001068115234,17.190000534057617,120.33999633789062,46.459999084472656,15.890000343322754,114.43000030517578,44.17333221435547,17.170000076293945,120.08000183105469,46.45333480834961,14.549470901489258,108.04553985595703,37.7083740234375,10606600,4306000,3874050
2020-03-03,PCAR,17.139999389648438,119.41000366210938,46.08000183105469,17.399999618530273,122.77999877929688,47.38666534423828,16.200000762939453,116.33999633789062,44.82666778564453,16.530000686645508,116.55999755859375,45.03333282470703,14.00715160369873,104.87830352783203,36.555702209472656,9925000,3969600,3978450
2020-03-04,PCAR,16.809999465942383,118.22000122070312,45.6533317565918,17.299999237060547,121.33999633789062,46.3466682434082,16.600000381469727,117.51000213623047,45.16666793823242,17.280000686645508,121.2699966430664,46.29999923706055,14.642684936523438,109.11626434326172,37.58391189575195,8520500,2755600,2535000
2020-03-05,PCAR,16.65999984741211,116.55000305175781,44.8466682434082,17.0,118.91999816894531,44.939998626708984,16.520000457763672,114.02999877929688,43.34000015258789,16.959999084472656,115.2699966430664,43.573333740234375,14.371520042419434,103.71759796142578,35.37054443359375,9556400,3161500,3414300
2020-03-06,PCAR,16.34000015258789,110.73999786376953,41.573333740234375,16.6200008392334,114.06999969482422,43.31999969482422,15.960000038146973,109.12999725341797,41.439998626708984,16.079999923706055,111.69000244140625,43.040000915527344,13.62583065032959,100.49639129638672,34.93760681152344,14904900,3544400,4055250
2020-03-09,PCAR,13.329999923706055,104.69999694824219,40.31999969482422,14.75,108.0,41.29999923706055,12.25,101.45999908447266,39.79999923706055,12.5,101.97000122070312,40.606666564941406,10.592218399047852,91.7505111694336,32.96236038208008,20122900,5696500,5191350
2020-03-10,PCAR,13.279999732971191,104.43000030517578,41.96666717529297,13.84000015258789,107.4000015258789,43.106666564941406,12.369999885559082,101.62999725341797,40.64666748046875,13.760000228881836,106.8499984741211,43.099998474121094,11.659913063049316,96.14143371582031,34.98631286621094,11374600,4622400,3783750
2020-03-11,PCAR,13.15999984741211,103.62999725341797,41.62666702270508,13.319999694824219,105.33000183105469,42.606666564941406,12.279999732971191,98.87000274658203,40.779998779296875,12.710000038146973,100.5199966430664,41.65999984741211,10.770167350769043,90.44583892822266,33.81740188598633,10754200,4957800,3773550
2020-03-12,PCAR,11.600000381469727,86.4000015258789,38.18000030517578,12.069999694824219,97.2300033569336,41.880001068115234,10.579999923706055,86.0,38.18000030517578,10.699999809265137,91.97000122070312,39.473331451416016,9.066938400268555,82.75274658203125,32.042381286621094,11140900,7271900,6842700
2020-03-13,PCAR,11.829999923706055,96.0,41.11333465576172,12.729999542236328,99.69999694824219,43.4466667175293,10.899999618530273,87.55000305175781,39.599998474121094,12.729999542236328,95.54000091552734,43.41999816894531,10.787117958068848,86.31688690185547,35.24607467651367,9728900,7099000,5591400
2020-03-16,PCAR,11.069999694824219,84.54000091552734,38.67333221435547,12.529999732971191,86.81999969482422,42.63999938964844,10.010000228881836,78.26000213623047,38.66666793823242,11.609999656677246,80.31999969482422,40.11333465576172,9.838050842285156,72.56616973876953,32.56189727783203,14284800,7781200,5261250
2020-03-17,PCAR,11.869999885559082,81.6500015258789,40.293331146240234,12.029999732971191,81.9800033569336,41.04666519165039,10.6899995803833,75.5999984741211,39.03333282470703,11.25,80.08000183105469,39.779998779296875,9.53299617767334,72.3493423461914,32.291316986083984,12478600,9133800,5362200
